text,intent
"strategies for stocks for the future",COMPLEX_ADVICE
"se eyou",BYE
"what is the exchange rate",COMPLEX_ADVICE
"withdraww savings?",HELP_WITHDRAW_SAVINGS
"help me with car wit small capital",COMPLEX_ADVICE
"how do i resign",COMPLEX_ADVICE
"pros and cons of economic growth",COMPLEX_ADVICE
"no money student",ADVICE_STUDENT_TIPS
"high interest savings",ADVICE_GENERAL_SAVING
"klo",GARBAGE
"fsdfsdf",GARBAGE
"thoughts on gig economy rate",COMPLEX_ADVICE
"i guess budget 2205",COMPLEX_ADVICE
"mic check",TESTING
"tell em the OPR rate",COMPLEX_ADVICE
"what is the inflation rate",COMPLEX_ADVICE
"i  guess myvi",COMPLEX_ADVICE
"who is the target audience?",TARGET_AUDIENCE
"close",BYE
"goodbye",BYE
"creatd by",DEVELOPER_INFO
"frugla tip",ADVICE_GENERAL_TIP
"clear ll",HELP_RESET_DATA
"Who i sthe prime minister?",COMPLEX_ADVICE
"latest inflatoin rate",COMPLEX_ADVICE
"latest poveryt rate",COMPLEX_ADVICE
"asdf",GARBAGE
"what is the best way to buy house",COMPLEX_ADVICE
"you are useless",COMPLAINT
"what kind of bto are you?",WHO_ARE_YOU
"Sing a song",COMPLEX_ADVICE
"how do  invest",COMPLEX_ADVICE
"what is ptptn?",DEF_PTPTN
"outlook forr ps5",COMPLEX_ADVICE
"uploa photo?",HELP_RECEIPT_SCAN
"percenttages",DEF_50_30_20
"identify yourself",WHO_ARE_YOU
"what is allocation?",HELP_INCOME_ALLOCATION
"analysis of ps5 in malaysia",COMPLEX_ADVICE
"tthx",THANK_YOU
"ai category",HELP_AI_CATEGORIZATION
"prediction for I am borred",COMPLEX_ADVICE
"recommendaation for tax relief with no experience",COMPLEX_ADVICE
"name origin",WHY_BERUANG
"opinion on iphone",COMPLEX_ADVICE
"advice on ecxhange rate in 2025",COMPLEX_ADVICE
"greetngs",GREETING
"help me with dividend",COMPLEX_ADVICE
"analysis of mortgage currently",COMPLEX_ADVICE
"leve",BYE
"are you an ai?",WHO_ARE_YOU
"give me tips for invest",COMPLEX_ADVICE
"selamat pagi",GREETING
"guide me on robot advisor",COMPLEX_ADVICE
"appreciate it",THANK_YOU
"thesis deetails",DEVELOPER_INFO
"x",GARBAGE
"define wants",DEF_WANTS
"university",DEVELOPER_INFO
"campus saving",ADVICE_STUDENT_TIPS
"current exchange rate",COMPLEX_ADVICE
"back to dashboard",NAV_HOME
"current interest rate",COMPLEX_ADVICE
"ca you explain laptop",COMPLEX_ADVICE
"DDo you know me?",COMPLEX_ADVICE
"current interest rate",COMPLEX_ADVICE
"current tax rate",COMPLEX_ADVICE
"pros and cons of myvi in malaysia",COMPLEX_ADVICE
"what is 50/30/20?",DEF_50_30_20
"clear all",HELP_RESET_DATA
"x",GARBAGE
"is it a good idea to I like coffee",COMPLEX_ADVICE
"Do you know me?",COMPLEX_ADVICE
"developer name",DEVELOPER_INFO
"hey bear",GREETING
"link bank?",BANK_LINKING
"why sve?",DEF_SAVINGS_DEF
"tell me the unemployment rate",COMPLEX_ADVICE
"is this uupdated?",APP_VERSION
"delete accunt",HELP_RESET_DATA
"simpanann tabung haji",DEF_TABUNG_HAJI
"not sure",COMPLEX_ADVICE
"what does inflation mean?",DEF_INFLATION
"can i withdraaw?",HELP_WITHDRAW_SAVINGS
"exit",BYE
"should i ukuk",COMPLEX_ADVICE
"sdf",GARBAGE
"percentages",DEF_50_30_20
"how to pay debt fast",DEF_DEBT_SNOWBALL
"is it worth business right nnow",COMPLEX_ADVICE
"what is the purpose of this app?",APP_PURPOSE
"edit transaction",HELP_EDIT_TRANSACTION
"i spent money",HELP_ADD_TRANSACTION
"snowball vs avalanche",DEF_DEBT_SNOWBALL
"isthis for me?",TARGET_AUDIENCE
"who built this app?",DEVELOPER_INFO
"is my ino secure?",DATA_SECURITY
"define savings",DEF_SAVINGS_DEF
"advice on mortgage",COMPLEX_ADVICE
"i have no money",ADVICE_MOTIVATION
"can i scan bills?",HELP_RECEIPT_SCAN
"dk",COMPLEX_ADVICE
"what is allocation?",HELP_INCOME_ALLOCATION
"edit transactiion",HELP_EDIT_TRANSACTION
"delet eaccount",HELP_RESET_DATA
"recommendation for entrepreneur with no experience",COMPLEX_ADVICE
"is netflix a want?",DEF_WANTS
"do you think budget 2025",COMPLEX_ADVICE
"app version",APP_VERSION
"good evening",GREETING
"got paid",HELP_ADD_INCOME
"is this working",TESTING
"notthing My details",COMPLEX_ADVICE
"what is ptptn?",DEF_PTPTN
"advice on resign",COMPLEX_ADVICE
"offline mode?",INTERNET_REQ
"pros and cons of resume",COMPLEX_ADVICE
"hwat is your name?",WHO_ARE_YOU
"Start over",HELP_RESET_DATA
"nuiversity",DEVELOPER_INFO
"idk",COMPLEX_ADVICE
"privacy policy",DATA_SECURITY
"system error",GARBAGE
"interest on interest",DEF_COMPOUND_INTEREST
"what is compound interest?",DEF_COMPOUND_INTEREST
"b nm",GARBAGE
"strategies for unit trust",COMPLEX_ADVICE
"campus saving",ADVICE_STUDENT_TIPS
"hlp me with My profile",COMPLEX_ADVICE
"resett data",HELP_RESET_DATA
"who is this for?",TARGET_AUDIENCE
"recommendation for budget 2025 gven my income",COMPLEX_ADVICE
"What does this app do?",APP_PURPOSE
"maybe",COMPLEX_ADVICE
"good aftenoon",GREETING
"ucrrent OPR rate",COMPLEX_ADVICE
"sync account?",BANK_LINKING
"opinion on gold",COMPLEX_ADVICE
"add transaction",HELP_ADD_TRANSACTION
"pef",DEF_KWSP
"hat is the best way to I am bored",COMPLEX_ADVICE
"talk to beruaang",NAV_CHATBOT
"update spending",HELP_EDIT_TRANSACTION
"thoughts on mortgage",COMPLEX_ADVICE
"123t est",TESTING
"university",DEVELOPER_INFO
"opinion o ninstallment",COMPLEX_ADVICE
"outlook for Are you stupid?",COMPLEX_ADVICE
"analysis of interest rate",COMPLEX_ADVICE
"ggive me motivation",ADVICE_MOTIVATION
"currnet tax rate",COMPLEX_ADVICE
"define inflation",DEF_INFLATION
"tq",THANK_YOU
"budget rule",DEF_50_30_20
"123 test",TESTING
"thoughts on laptop rate",COMPLEX_ADVICE
"rese tdata",HELP_RESET_DATA
"i guess budget 2025 for students",COMPLEX_ADVICE
"emergnecy fund use",HELP_WITHDRAW_SAVINGS
"give me a tip",ADVICE_GENERAL_TIP
"1234",GARBAGE
"Wht is 2+2?",COMPLEX_ADVICE
"i failed my budget",ADVICE_MOTIVATION
"mmy account",NAV_PROFILE
"rcommendation for salary statistics",COMPLEX_ADVICE
"testing",TESTING
"good monring",GREETING
"percenatges",DEF_50_30_20
"who made this?",DEVELOPER_INFO
"rate of interest rate",COMPLEX_ADVICE
"who arey ou?",WHO_ARE_YOU
"thoughts on dividend at ym age",COMPLEX_ADVICE
"need internet?",INTERNET_REQ
"move to budget",HELP_WITHDRAW_SAVINGS
"prediction for tabung hajji with no experience",COMPLEX_ADVICE
"how  does it help?",APP_PURPOSE
"offlinne mode?",INTERNET_REQ
"you are useless",COMPLAINT
"should i honda",COMPLEX_ADVICE
"can you explain Who is the prime minister?",COMPLEX_ADVICE
"tell me the poverty rate",COMPLEX_ADVICE
"ood job",THANK_YOU
"where to put salary",HELP_ADD_INCOME
"how do i installment rigght now",COMPLEX_ADVICE
"budget rule",DEF_50_30_20
"clear entry",HELP_DELETE_TRANSACTION
"close",BYE
"i guess buy house",COMPLEX_ADVICE
"analysis of business in 2025",COMPLEX_ADVICE
"retirement fund",DEF_KWSP
"how to start buy house",COMPLEX_ADVICE
"ebt snowball",DEF_DEBT_SNOWBALL
"record pending",HELP_ADD_TRANSACTION
"blah blah",GARBAGE
"null",GARBAGE
"asving tips",ADVICE_GENERAL_TIP
"just wondering unemployment rate",COMPLEX_ADVICE
"Wht is 2+2?",COMPLEX_ADVICE
"M details",COMPLEX_ADVICE
"record spending",HELP_ADD_TRANSACTION
"ttesting",GARBAGE
"cimb lik?",BANK_LINKING
"where to puut salary",HELP_ADD_INCOME
"examples of wants",DEF_WANTS
"target user",TARGET_AUDIENCE
"is netflix a  want?",DEF_WANTS
"stategies for dividend",COMPLEX_ADVICE
"wrong amount",HELP_EDIT_TRANSACTION
"who made this?",DEVELOPER_INFO
"show home",NAV_HOME
"recommendattion for honda for students",COMPLEX_ADVICE
"campus saving",ADVICE_STUDENT_TIPS
"ask ai",NAV_CHATBOT
"wroong answer",COMPLAINT
"tell me a joke",JOKE
"who are you?",WHO_ARE_YOU
"is data safe?",DATA_SECURITY
"who are you?",WHO_ARE_YOU
"maybe Tell me as tory",COMPLEX_ADVICE
"is rent a need?",DEF_NEEDS
"simpanan tabung haji",DEF_TABUNG_HAJI
"recommenation for What time is it?",COMPLEX_ADVICE
"nothing",COMPLEX_ADVICE
"name orgin",WHY_BERUANG
"is it ab ear?",WHY_BERUANG
"retake onboarding",HELP_RESET_DATA
"fix mistake",HELP_EDIT_TRANSACTION
"where to put sallary",HELP_ADD_INCOME
"taarget user",TARGET_AUDIENCE
"aanlysis of car",COMPLEX_ADVICE
"ssecure?",DATA_SECURITY
"mabe",COMPLEX_ADVICE
"prediction for unemployment rate",COMPLEX_ADVICE
"woh are you?",WHO_ARE_YOU
"go too bot",NAV_CHATBOT
"record spending",HELP_ADD_TRANSACTION
"scan receipt?",HELP_RECEIPT_SCAN
"What is my name?",COMPLEX_ADVICE
"advice on promotion as a freesh grad",COMPLEX_ADVICE
"tell me a joke",JOKE
"rate of tax rate",COMPLEX_ADVICE
"is it for students?",TARGET_AUDIENCE
"developer name",DEVELOPER_INFO
"tell me about My details",COMPLEX_ADVICE
"use savvings",HELP_WITHDRAW_SAVINGS
"is it a good idea to bnpl in malaysia",COMPLEX_ADVICE
"smart classfiication",HELP_AI_CATEGORIZATION
"what is your name?",WHO_ARE_YOU
"saviings screen",HELP_SAVINGS_SCREEN
"camera feature?",HELP_RECEIPT_SCAN
"cimb lnik?",BANK_LINKING
"funny",JOKE
"Do you like humans?",COMPLEX_ADVICE
"tell me the unemployment rate",COMPLEX_ADVICE
"wha tis the OPR rate",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"percentages",DEF_50_30_20
"outlok for entrepreneur",COMPLEX_ADVICE
"is renta need?",DEF_NEEDS
"ont sure",GARBAGE
"best way to save",ADVICE_GENERAL_SAVING
"not helpful",COMPLAINT
"not suure",GARBAGE
"testing",GARBAGE
"essentia lexpenses",DEF_NEEDS
"user info",NAV_PROFILE
"you re useless",COMPLAINT
"rat eof inflation rate",COMPLEX_ADVICE
"idk History of Mlaysia",COMPLEX_ADVICE
"x",GARBAGE
"jkoe",JOKE
"tq",THANK_YOU
"FYP details",DEVELOPER_INFO
"current OPR rate",COMPLEX_ADVICE
"guide me on loan",COMPLEX_ADVICE
"upddate spending",HELP_EDIT_TRANSACTION
"amanah saham bumiputera",DEF_ASB
"settinngs",NAV_PROFILE
"what is tabung haji?",DEF_TABUNG_HAJI
"scan receit?",HELP_RECEIPT_SCAN
"nt sure",COMPLEX_ADVICE
"reset ata",HELP_RESET_DATA
"advice on job i nmalaysia",COMPLEX_ADVICE
"divide salary",HELP_INCOME_ALLOCATION
"reset proile",HELP_RESET_DATA
"define needs",DEF_NEEDS
"supervisor",DEVELOPER_INFO
"employees providen tfund",DEF_KWSP
"reset profile",HELP_RESET_DATA
"not sure What time is it?",COMPLEX_ADVICE
"is it  for students?",TARGET_AUDIENCE
"is asb good?",DEF_ASB
"student loan",DEF_PTPTN
"mai nscreen",NAV_HOME
"lump sum",HELP_INCOME_ALLOCATION
"how to save money",ADVICE_GENERAL_TIP
"do you think entrepreneur wtih no experience",COMPLEX_ADVICE
"add ncome",HELP_ADD_INCOME
"divide salary",HELP_INCOME_ALLOCATION
"hi",GREETING
"created by",DEVELOPER_INFO
"good evening",GREETING
"sync account?",BANK_LINKING
"not sure",GARBAGE
"is t a good idea to stocks safely",COMPLEX_ADVICE
"nothing",COMPLEX_ADVICE
"recommendation for Who is the prmie minister?",COMPLEX_ADVICE
"fsdfsdf",GARBAGE
"savings screen",HELP_SAVINGS_SCREEN
"financial advice",ADVICE_GENERAL_TIP
"remoe expense",HELP_DELETE_TRANSACTION
"x",GARBAGE
"auto  track?",BANK_LINKING
"is it worth loan urgently",COMPLEX_ADVICE
"213 test",TESTING
"is asb good?",DEF_ASB
"where to put salary",HELP_ADD_INCOME
"employees provident fund",DEF_KWSP
"Auto track?",BANK_LINKING
"strategies for nft with no expeerience",COMPLEX_ADVICE
"what does inflation mean?",DEF_INFLATION
"ccimb link?",BANK_LINKING
"prediction for interest rate for beginners",COMPLEX_ADVICE
"maybe",COMPLEX_ADVICE
"diide salary",HELP_INCOME_ALLOCATION
"simpanan tabung haji",DEF_TABUNG_HAJI
"camear feature?",HELP_RECEIPT_SCAN
"do i need data?",INTERNET_REQ
"pros and cons of interest rate",COMPLEX_ADVICE
"tell mme a joke",JOKE
"help me with unit trust with small capital",COMPLEX_ADVICE
"addvice on exchange rate",COMPLEX_ADVICE
"why use this?",APP_PURPOSE
"retake onboarding",HELP_RESET_DATA
"n omoney student",ADVICE_STUDENT_TIPS
"does aii sort spending?",HELP_AI_CATEGORIZATION
"test",TESTING
"ratte of poverty rate",COMPLEX_ADVICE
"university finance",ADVICE_STUDENT_TIPS
"ceho",TESTING
"outlook for gold in malaysia",COMPLEX_ADVICE
"idk Are you stupid?",COMPLEX_ADVICE
"tell me the ax rate",COMPLEX_ADVICE
"hloa",GREETING
"what is the unemployment rate",COMPLEX_ADVICE
"need internet?",INTERNET_REQ
"transaction list",NAV_EXPENSES
"canel spending",HELP_DELETE_TRANSACTION
"greetngs",GREETING
"can i connect bank?",BANK_LINKING
"frugal tip",ADVICE_GENERAL_TIP
"thanks",THANK_YOU
"can you explain iphone in malaysia",COMPLEX_ADVICE
"age group",TARGET_AUDIENCE
"endc hat",BYE
"divid esalary",HELP_INCOME_ALLOCATION
"bbudget rule",DEF_50_30_20
"help me with tax relief fast",COMPLEX_ADVICE
"jlo",GARBAGE
"savings screen",HELP_SAVINGS_SCREEN
"guide me on expensive",COMPLEX_ADVICE
"snowball vs avalanche",DEF_DEBT_SNOWBALL
"..",GARBAGE
"savings screen",HELP_SAVINGS_SCREEN
"debt avalanche",DEF_DEBT_AVALANCHE
"mmaybe",COMPLEX_ADVICE
"worst pap",COMPLAINT
"tell me about yourself",WHO_ARE_YOU
"privacy policy",DATA_SECURITY
"examples of needs",DEF_NEEDS
"not sure",COMPLEX_ADVICE
"maybe",COMPLEX_ADVICE
"atlk to beruang",NAV_CHATBOT
"is it a bear?",WHY_BERUANG
"latest poverty rate",COMPLEX_ADVICE
"pros and cons oof History of Malaysia",COMPLEX_ADVICE
"talk to beruang",NAV_CHATBOT
"latest tax rate",COMPLEX_ADVICE
"help me with wahed with small capital",COMPLEX_ADVICE
"add transaaction",HELP_ADD_TRANSACTION
"iinterest on interest",DEF_COMPOUND_INTEREST
"pros and cons of economic growth iin malaysia",COMPLEX_ADVICE
"what is the purpose of this app?",APP_PURPOSE
"open expenses",NAV_EXPENSES
"My profile",COMPLEX_ADVICE
"idk Tell me a story",COMPLEX_ADVICE
"best way to save",ADVICE_GENERAL_SAVING
"strategies for Who is the prime minister?",COMPLEX_ADVICE
"raate of interest rate",COMPLEX_ADVICE
"saving strattegies",ADVICE_GENERAL_SAVING
"give me tips for interest rate as a fresh grad",COMPLEX_ADVICE
"delete transaciton",HELP_DELETE_TRANSACTION
"is this  updated?",APP_VERSION
"mmaybe",COMPLEX_ADVICE
"piing",TESTING
"open profile",NAV_PROFILE
"open expenses",NAV_EXPENSES
"asbinvesting",DEF_ASB
"ot sure",COMPLEX_ADVICE
"!!",GARBAGE
"ope chat",NAV_CHATBOT
"how does it help?",APP_PURPOSE
"mnbv",GARBAGE
"why credit score matters",DEF_CREDIT_SCORE
"mployees provident fund",DEF_KWSP
"x",GARBAGE
"add salary",HELP_ADD_INCOME
"main screen",NAV_HOME
"how allocation works",HELP_INCOME_ALLOCATION
"what does this app do?",APP_PURPOSE
"do you steal my dtaa?",DATA_SECURITY
"advice on supeerbike",COMPLEX_ADVICE
"hfd",GARBAGE
"money is tight",ADVICE_MOTIVATION
"what iis allocation?",HELP_INCOME_ALLOCATION
"i sent money",HELP_ADD_TRANSACTION
"tell meabout yourself",WHO_ARE_YOU
"good job",THANK_YOU
"opinion on car statistics",COMPLEX_ADVICE
"zzzz",GARBAGE
"thanks bear",THANK_YOU
"gfd",GARBAGE
"savigs bar",HELP_SAVINGS_SCREEN
"how to start property with small capital",COMPLEX_ADVICE
"save interest debt",DEF_DEBT_AVALANCHE
"fyp details",DEVELOPER_INFO
"what is yoru name?",WHO_ARE_YOU
"recommendaion for What is my name?",COMPLEX_ADVICE
"predictoin for startup",COMPLEX_ADVICE
"auto catgeory",HELP_AI_CATEGORIZATION
"best way to save",ADVICE_GENERAL_SAVING
"saviing tips",ADVICE_GENERAL_TIP
"tell me about e-wallet right now",COMPLEX_ADVICE
"...",GARBAGE
"how o edit?",HELP_EDIT_TRANSACTION
"wrong nswer",COMPLAINT
"amybe",COMPLEX_ADVICE
"tell me abut forex latest",COMPLEX_ADVICE
"curent exchange rate",COMPLEX_ADVICE
"!!",GARBAGE
"no wifi?",INTERNET_REQ
"mmaybe",COMPLEX_ADVICE
"student budget tips",ADVICE_STUDENT_TIPS
"mayybe",COMPLEX_ADVICE
"...",GARBAGE
"i feel opor",ADVICE_MOTIVATION
"nothing",COMPLEX_ADVICE
"lzxcv",GARBAGE
"recommendation for career",COMPLEX_ADVICE
"is it a good idea to stashaway with no experience",COMPLEX_ADVICE
"best way to save",ADVICE_GENERAL_SAVING
"wqerty",GARBAGE
"wron gamount",HELP_EDIT_TRANSACTION
"does a sort spending?",HELP_AI_CATEGORIZATION
"do yyou steal my data?",DATA_SECURITY
"snowball meethod",DEF_DEBT_SNOWBALL
"exit",BYE
"need internet?",INTERNET_REQ
"ocr",HELP_RECEIPT_SCAN
"start over",HELP_RESET_DATA
"works offlnie?",INTERNET_REQ
"go o bot",NAV_CHATBOT
"idk",COMPLEX_ADVICE
"help desk",CONTACT_SUPPORT
"camera feature?",HELP_RECEIPT_SCAN
"maybe",COMPLEX_ADVICE
"define savings",DEF_SAVINGS_DEF
"nuiversity",DEVELOPER_INFO
"prediction for tax relief",COMPLEX_ADVICE
"what is the best way to trading",COMPLEX_ADVICE
"hgfd",GARBAGE
"back to dashbord",NAV_HOME
"not sure",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"can you explain superbike for the future",COMPLEX_ADVICE
"add income",HELP_ADD_INCOME
"funny",JOKE
"supervisor",DEVELOPER_INFO
"split incme?",HELP_INCOME_ALLOCATION
"pors and cons of expensive latest",COMPLEX_ADVICE
"close",BYE
"give me tips for luno with no exxperience",COMPLEX_ADVICE
"not sure",COMPLEX_ADVICE
"shuld i tax relief",COMPLEX_ADVICE
"pros and cons of GDP",COMPLEX_ADVICE
"enter earnings",HELP_ADD_INCOME
"strategies for inflation rate",COMPLEX_ADVICE
"What is 2+2?",COMPLEX_ADVICE
"give me tips for buy house given my income",COMPLEX_ADVICE
"godo job",THANK_YOU
"worst app",COMPLAINT
"deine needs",DEF_NEEDS
"askk ai",NAV_CHATBOT
"updaate spending",HELP_EDIT_TRANSACTION
"llatest OPR rate",COMPLEX_ADVICE
"outlook for economic growth",COMPLEX_ADVICE
"works offliine?",INTERNET_REQ
"why need mergency fund?",DEF_EMERGENCY_FUND
"mic check",TESTING
"is it for students?",TARGET_AUDIENCE
"pros and cons of inflation rate",COMPLEX_ADVICE
"my account",NAV_PROFILE
"build number",APP_VERSION
"gretings",GREETING
"educatiion loan",DEF_PTPTN
"opinion on quit rate",COMPLEX_ADVICE
"hel desk",CONTACT_SUPPORT
"opinion on My detalis",COMPLEX_ADVICE
"can i use without iinternet?",INTERNET_REQ
"Do you know me?",COMPLEX_ADVICE
"good morning",GREETING
"talk to beruang",NAV_CHATBOT
"opinion on inflation rate statistics",COMPLEX_ADVICE
"can you explain Do you like humans?",COMPLEX_ADVICE
"where is chat?",NAV_CHATBOT
"i have no money",ADVICE_MOTIVATION
"bbye",BYE
"lump sum",HELP_INCOME_ALLOCATION
"reccord spending",HELP_ADD_TRANSACTION
"I like cfofee",COMPLEX_ADVICE
"should i credit card rate",COMPLEX_ADVICE
"where is chat?",NAV_CHATBOT
"undefined",GARBAGE
"open profile",NAV_PROFILE
"deleteaccount",HELP_RESET_DATA
"qwerty",GARBAGE
"Tell me a story",COMPLEX_ADVICE
"not helpful",COMPLAINT
"rate of exchaange rate",COMPLEX_ADVICE
"endd chat",BYE
"give me tips for gig econom right now",COMPLEX_ADVICE
"sttudent budget tips",ADVICE_STUDENT_TIPS
"thank you",THANK_YOU
"current tax rate",COMPLEX_ADVICE
"is this woring",TESTING
"test",TESTING
"help me save",ADVICE_MOTIVATION
"give me tips for stashaway fast",COMPLEX_ADVICE
"is it worth internship",COMPLEX_ADVICE
"what is the best way to bnpl",COMPLEX_ADVICE
"money hack",ADVICE_GENERAL_TIP
"i it a bear?",WHY_BERUANG
"is my nifo secure?",DATA_SECURITY
"thoughts on iphone for students",COMPLEX_ADVICE
"percentages",DEF_50_30_20
"do you think trading for bbeginners",COMPLEX_ADVICE
"is this working",TESTING
"auto track?",BANK_LINKING
"student loan",DEF_PTPTN
"noothing",COMPLEX_ADVICE
"latestt interest rate",COMPLEX_ADVICE
"pros and cons of crypto in 2025",COMPLEX_ADVICE
"change expese",HELP_EDIT_TRANSACTION
"later",BYE
"who ceated you?",WHO_ARE_YOU
"mnnbv",GARBAGE
"I like coffee",COMPLEX_ADVICE
"latest tax rate",COMPLEX_ADVICE
"money oke",JOKE
"thought on myvi",COMPLEX_ADVICE
"shoulld i promotion with low risk",COMPLEX_ADVICE
"how to save as a student?",ADVICE_STUDENT_TIPS
"Help me save",ADVICE_MOTIVATION
"show expenses",NAV_EXPENSES
"define watns",DEF_WANTS
"clea all",HELP_RESET_DATA
"how to pay debt fast",DEF_DEBT_SNOWBALL
"rate of interest rrate",COMPLEX_ADVICE
"debt valanche",DEF_DEBT_AVALANCHE
"tell me about ps5",COMPLEX_ADVICE
"rate of tax rate",COMPLEX_ADVICE
"selamat pagi",GREETING
"just wondering stocks as a fresh grad",COMPLEX_ADVICE
"fix mistake",HELP_EDIT_TRANSACTION
"need internt?",INTERNET_REQ
"zzz",GARBAGE
"what is 50/30/20?",DEF_50_30_20
"My details",COMPLEX_ADVICE
"debt snowabll",DEF_DEBT_SNOWBALL
"saving strategies",ADVICE_GENERAL_SAVING
"go toprofile",NAV_PROFILE
"guide me on expensive right now",COMPLEX_ADVICE
"ptptn debt",DEF_PTPTN
"outlook for buuy house",COMPLEX_ADVICE
"clear entry",HELP_DELETE_TRANSACTION
"transaaction list",NAV_EXPENSES
"magic of cmopounding",DEF_COMPOUND_INTEREST
"uuniversity",DEVELOPER_INFO
"maybe",COMPLEX_ADVICE
"how to pay debt fast",DEF_DEBT_SNOWBALL
"preditcion for business",COMPLEX_ADVICE
"ddebt snowball",DEF_DEBT_SNOWBALL
"hi",GREETING
"what is the best way to My details",COMPLEX_ADVICE
"guide me on business right now",COMPLEX_ADVICE
"ad income",HELP_ADD_INCOME
"I am bored",COMPLEX_ADVICE
"maybe What tie is it?",COMPLEX_ADVICE
"tell me about side hustle",COMPLEX_ADVICE
"maybe",COMPLEX_ADVICE
"simpanan tabung haji",DEF_TABUNG_HAJI
"strategiees for GDP",COMPLEX_ADVICE
"coffee need or want?",DEF_WANTS
"no helpful",COMPLAINT
"eidt user",NAV_PROFILE
"got paid",HELP_ADD_INCOME
"goodbye",BYE
"settnigs",NAV_PROFILE
"analysis of bonus with small caital",COMPLEX_ADVICE
"do you steal my data?",DATA_SECURITY
"latest ORP rate",COMPLEX_ADVICE
"divide sallary",HELP_INCOME_ALLOCATION
"idk",COMPLEX_ADVICE
"help me with quit given my income",COMPLEX_ADVICE
"ths avings",DEF_TABUNG_HAJI
"you are useless",COMPLAINT
"is it a bear?",WHY_BERUANG
"app version",APP_VERSION
"qwerrty",GARBAGE
"tell me the poverty rate",COMPLEX_ADVICE
"what is the best way to myvi given my income",COMPLEX_ADVICE
"works offline?",INTERNET_REQ
"target user",TARGET_AUDIENCE
"delete transaction",HELP_DELETE_TRANSACTION
"my account",NAV_PROFILE
"tell me the poverty rate",COMPLEX_ADVICE
"compounding",DEF_COMPOUND_INTEREST
"is netflix a  want?",DEF_WANTS
"what is 50/30/20?",DEF_50_30_20
"ey bear",GREETING
"save interestd ebt",DEF_DEBT_AVALANCHE
"monye is tight",ADVICE_MOTIVATION
"give me tips for Are you stupid?",COMPLEX_ADVICE
"how much emergency fund?",DEF_EMERGENCY_FUND
"explain inflation concept",DEF_INFLATION
"scure?",DATA_SECURITY
"do you thiink binance statistics",COMPLEX_ADVICE
